2.353095e-04, 0
2.117772e-03, 0
5.882627e-03, 0
1.152973e-02, 0
1.905888e-02, 0
2.846977e-02, 0
3.976207e-02, 0
5.293534e-02, 0
6.798909e-02, 0
8.492275e-02, 0
1.037357e-01, 0
1.244272e-01, 0
1.469965e-01, 0
1.714427e-01, 0
1.977650e-01, 0
2.259622e-01, 0
2.560335e-01, 0
2.879775e-01, 0
3.217932e-01, 0
3.574793e-01, 0
3.950343e-01, 0
4.344570e-01, 0
4.757458e-01, 0
5.188991e-01, 0
5.639154e-01, 0
6.107929e-01, 0
6.595299e-01, 0
7.101245e-01, 0
7.625749e-01, 0
8.168790e-01, 0
8.730349e-01, 0
9.310403e-01, 0
9.908932e-01, 0
1.052591e+00, 0
1.116132e+00, 0
1.181513e+00, 0
1.248733e+00, 0
1.317788e+00, 0
1.388675e+00, 0
1.461393e+00, 0
1.535938e+00, 0
1.612308e+00, 0
1.690500e+00, 0
1.770510e+00, 0
1.852337e+00, 0
1.935976e+00, 0
2.021424e+00, 0
2.108679e+00, 0
2.197737e+00, 0
2.288595e+00, 0
2.381249e+00, 0
2.475696e+00, 0
2.571933e+00, 0
2.669954e+00, 0
2.769758e+00, 0
2.871340e+00, 0
2.974696e+00, 0
3.079823e+00, 0
3.186717e+00, 0
3.295372e+00, 0
3.405787e+00, 0
3.517955e+00, 0
3.631874e+00, 0
3.747538e+00, 0
3.864944e+00, 0
3.984086e+00, 0
4.104961e+00, 0
4.227564e+00, 0
4.351890e+00, 0
4.477935e+00, 0
4.605694e+00, 0
4.735162e+00, 0
4.866334e+00, 0
4.999205e+00, 0
5.133771e+00, 0
5.270026e+00, 0
5.407965e+00, 0
5.547582e+00, 0
5.688873e+00, 0
5.831833e+00, 0
5.976456e+00, 0
6.122735e+00, 0
6.270667e+00, 0
6.420246e+00, 0
6.571465e+00, 0
6.724319e+00, 0
6.878802e+00, 0
7.034909e+00, 0
7.192634e+00, 0
7.351970e+00, 0
7.512912e+00, 0
7.675453e+00, 0
7.839588e+00, 0
8.005310e+00, 0
8.172614e+00, 0
8.341492e+00, 0
8.511938e+00, 0
8.683947e+00, 0
8.857511e+00, 0
9.032624e+00, 0
9.209279e+00, 0
9.387471e+00, 0
9.567191e+00, 0
9.748433e+00, 0
9.931191e+00, 0
1.011546e+01, 0
1.030123e+01, 0
1.048849e+01, 0
1.067724e+01, 0
1.086747e+01, 0
1.105917e+01, 0
1.125234e+01, 0
1.144697e+01, 0
1.164305e+01, 0
1.184058e+01, 0
1.203954e+01, 0
1.223993e+01, 0
1.244174e+01, 0
1.264497e+01, 0
1.284960e+01, 0
1.305563e+01, 0
1.326306e+01, 0
1.347186e+01, 0
1.368204e+01, 0
1.389359e+01, 0
1.410650e+01, 0
1.432076e+01, 0
1.453636e+01, 0
1.475330e+01, 0
1.497156e+01, 0
1.519114e+01, 0
1.541204e+01, 0
1.563423e+01, 0
1.585772e+01, 0
1.608250e+01, 0
1.630855e+01, 0
1.653587e+01, 0
1.676445e+01, 0
1.699428e+01, 0
